label,image path
minor,crops/695_jpeg_jpg.rf.8e37b7a45e8659ad6c4e42acfd318ea9_box0_cls16_conf28.jpg
minor,crops/696_jpeg_jpg.rf.4d04b6ee12542b0aae63ff2e21cff48b_box0_cls9_conf25.jpg
moderate,crops/699_jpeg_jpg.rf.fa8e28f633343dbfdc2e743349512925_box0_cls9_conf77.jpg
moderate,crops/699_jpeg_jpg.rf.fa8e28f633343dbfdc2e743349512925_box1_cls9_conf31.jpg
minor,crops/6_jpeg_jpg.rf.51a0cc843891daf440c1e5c04c26b4d2_box0_cls24_conf43.jpg
minor,crops/704_jpeg_jpg.rf.e181504d14d0df840f7eb48dcc88407f_box0_cls9_conf39.jpg
severe,crops/705_jpeg_jpg.rf.f84df19780f7ba7107dd4858650af1ce_box0_cls9_conf76.jpg
severe,crops/705_jpeg_jpg.rf.f84df19780f7ba7107dd4858650af1ce_box1_cls9_conf52.jpg
severe,crops/705_jpeg_jpg.rf.f84df19780f7ba7107dd4858650af1ce_box2_cls9_conf30.jpg
minor,crops/707_jpeg_jpg.rf.23f4ca54650b0b1d5927a9eff3146dba_box0_cls9_conf36.jpg
minor,crops/707_jpeg_jpg.rf.23f4ca54650b0b1d5927a9eff3146dba_box1_cls16_conf33.jpg
minor,crops/708_jpeg_jpg.rf.3ca2092b8c0e8f6b1e80186a4bacfd68_box0_cls9_conf50.jpg
minor,crops/712_jpeg_jpg.rf.71d6a3fed2cd7fab79bd91f2799f8315_box0_cls9_conf37.jpg
severe,crops/713_jpeg_jpg.rf.cfc51268ab9ddfa7d8d924e91b30a70d_box0_cls9_conf53.jpg
minor,crops/716_jpeg_jpg.rf.e70db3efb3ad00ab522352da75fd928a_box0_cls16_conf75.jpg
minor,crops/719_jpeg_jpg.rf.f89c54615f21e5078b84da04908e6d04_box0_cls9_conf31.jpg
moderate,crops/732_jpeg_jpg.rf.03573a87cab0a49b43d93563b151ba8a_box0_cls9_conf70.jpg
minor,crops/747_jpeg_jpg.rf.f5de3175b4de2bbd525f787b6e5f60a1_box0_cls9_conf47.jpg
minor,crops/762_jpeg_jpg.rf.cf9a2af16a4d3ccf8b0483a02b61befb_box0_cls9_conf62.jpg
minor,crops/762_jpeg_jpg.rf.cf9a2af16a4d3ccf8b0483a02b61befb_box1_cls10_conf52.jpg
minor,crops/762_jpeg_jpg.rf.cf9a2af16a4d3ccf8b0483a02b61befb_box2_cls10_conf49.jpg
minor,crops/765_jpeg_jpg.rf.eaa60c7653cd477a59ca62d29af4e077_box0_cls9_conf71.jpg
minor,crops/765_jpeg_jpg.rf.eaa60c7653cd477a59ca62d29af4e077_box1_cls21_conf67.jpg
minor,crops/766_jpeg_jpg.rf.1a8f23c767f6e53c1656e2f6d3fcfa1c_box0_cls9_conf37.jpg
minor,crops/774_jpeg_jpg.rf.ea6e68e13d85dcc552f1b8fd247ce56d_box0_cls9_conf46.jpg
minor,crops/777_jpeg_jpg.rf.53c544720a34aff66131b583aea27871_box0_cls12_conf51.jpg
moderate,crops/777_jpeg_jpg.rf.7f3746a554075f0baa0f57c03b03fa1f_box0_cls9_conf33.jpg
moderate,crops/777_jpeg_jpg.rf.7f3746a554075f0baa0f57c03b03fa1f_box1_cls9_conf27.jpg
moderate,crops/77_jpeg_jpg.rf.68bd2c08321d7e6dafad05e7bc8dff2e_box0_cls9_conf64.jpg
minor,crops/784_jpeg_jpg.rf.d95c76804e40991e2e98fb11ba0d89bc_box0_cls9_conf27.jpg
minor,crops/787_jpeg_jpg.rf.db4078998d1daa045af64b87856fd0c8_box0_cls9_conf65.jpg
moderate,crops/790_jpeg_jpg.rf.2eec685e1c253c8ecce7513214890c68_box0_cls9_conf65.jpg
minor,crops/795_jpeg_jpg.rf.f4b9e09b43d67c2ed1f82cad88f406b9_box0_cls9_conf35.jpg
minor,crops/801_jpeg_jpg.rf.8f6d4012502974b6157dd41b62a05c1e_box0_cls16_conf67.jpg
minor,crops/801_jpeg_jpg.rf.c9316e16661bd1b4ae48e8344183106e_box0_cls16_conf61.jpg
severe,crops/805_jpeg_jpg.rf.ce0ed7156374c9f25ae8673ad7b589df_box0_cls9_conf66.jpg
minor,crops/807_jpeg_jpg.rf.894a3b244536662fe53d804cff5f05e6_box0_cls9_conf43.jpg
minor,crops/812_jpeg_jpg.rf.642aadf30e3909f1e8233613d88e03f1_box0_cls9_conf60.jpg
minor,crops/812_jpeg_jpg.rf.eeda3316eef0548d6872aebc2ad3c5c7_box0_cls9_conf60.jpg
minor,crops/820_jpeg_jpg.rf.620c30ea4223d23a585faf33a27f9a27_box0_cls9_conf68.jpg
minor,crops/838_jpeg_jpg.rf.3e495a8d4d466ad342a9dbd356cdb33e_box0_cls9_conf29.jpg
moderate,crops/839_jpeg_jpg.rf.4895183b9f2b0e15f864273738f78398_box0_cls9_conf53.jpg
moderate,crops/839_jpeg_jpg.rf.4895183b9f2b0e15f864273738f78398_box1_cls9_conf27.jpg
minor,crops/83_jpeg_jpg.rf.5527dbe804ec78c8c6b7ae6017da3d7f_box0_cls9_conf32.jpg
minor,crops/840_jpeg_jpg.rf.1f85761b1bb18d75e112920606eac581_box0_cls16_conf89.jpg
minor,crops/840_jpeg_jpg.rf.ec493dba96705b9f2007490afbf1b849_box0_cls16_conf79.jpg
moderate,crops/842_jpeg_jpg.rf.275d4ebf09bee80b003f49963cf3a283_box0_cls15_conf45.jpg
moderate,crops/842_jpeg_jpg.rf.275d4ebf09bee80b003f49963cf3a283_box1_cls9_conf40.jpg
moderate,crops/842_jpeg_jpg.rf.275d4ebf09bee80b003f49963cf3a283_box2_cls3_conf28.jpg
minor,crops/849_jpeg_jpg.rf.43bffcd60edf520494fd46b618e13035_box0_cls9_conf34.jpg
minor,crops/84_jpg.rf.c06554a959c7cffb2f95f26491216958_box0_cls9_conf48.jpg
minor,crops/858_jpeg_jpg.rf.eea3d28b3bd638e7c4156abad6c53d76_box0_cls9_conf29.jpg
moderate,crops/859_jpeg_jpg.rf.53589d8a2c03d90463b0b249dbfe0867_box0_cls9_conf75.jpg
minor,crops/85_jpeg_jpg.rf.adbd5e0049e67f809e26bab015ee286d_box0_cls9_conf48.jpg
moderate,crops/85_jpeg_jpg.rf.adbd5e0049e67f809e26bab015ee286d_box1_cls15_conf36.jpg
moderate,crops/85_jpeg_jpg.rf.adbd5e0049e67f809e26bab015ee286d_box2_cls9_conf32.jpg
minor,crops/860_jpeg_jpg.rf.6e86fbe6a6fb8246b4e3417eb95688e9_box0_cls9_conf25.jpg
minor,crops/874_jpeg_jpg.rf.029a5d442126d52c0546db30ff4205b9_box0_cls9_conf35.jpg
minor,crops/879_jpeg_jpg.rf.2980f02f6db44fcf2cd2b74a5859a366_box0_cls9_conf34.jpg
minor,crops/879_jpeg_jpg.rf.3e49a0546146cb112f3d6bd2be68169c_box0_cls9_conf32.jpg
minor,crops/87_jpeg_jpg.rf.0a38ebb4842e5e949d3893fb91e92f35_box0_cls9_conf53.jpg
minor,crops/882_jpeg_jpg.rf.c67867ea75c46d74f762bb7474319139_box0_cls9_conf43.jpg
minor,crops/882_jpeg_jpg.rf.c67867ea75c46d74f762bb7474319139_box1_cls9_conf38.jpg
minor,crops/885_jpeg_jpg.rf.9adb7f3167db7a47eb2ce25c5b8da117_box0_cls16_conf86.jpg
minor,crops/890_jpeg_jpg.rf.2835d2a7814a6f2cf567cc932f2cc41f_box0_cls9_conf44.jpg
minor,crops/890_jpeg_jpg.rf.7b0f17ad51372c9d0cb2c59dfaadeda0_box0_cls9_conf38.jpg
minor,crops/891_jpeg_jpg.rf.4c24a36a51241230f04c60afec5ffb82_box0_cls9_conf48.jpg
minor,crops/893_jpeg_jpg.rf.80ab592deb0863c10c294ad1060516af_box0_cls9_conf27.jpg
minor,crops/894_jpeg_jpg.rf.e6eb44250971a02828ae26cf8353eadd_box0_cls9_conf42.jpg
minor,crops/894_jpeg_jpg.rf.e8e318219deb7202f9db01bb06e0b55a_box0_cls16_conf35.jpg
minor,crops/894_jpeg_jpg.rf.e8e318219deb7202f9db01bb06e0b55a_box1_cls9_conf28.jpg
minor,crops/909_jpeg_jpg.rf.0e252845ef0a0e498b54f06b63143cbe_box0_cls9_conf75.jpg
minor,crops/914_jpeg_jpg.rf.b3260a2bf9d65bf44cdc313e5c320759_box0_cls9_conf56.jpg
minor,crops/914_jpeg_jpg.rf.ec84a808095bc74064aea70411941dbb_box0_cls9_conf56.jpg
minor,crops/915_jpeg_jpg.rf.4bc41c4fd3307628035650600de7fe6e_box0_cls9_conf26.jpg
minor,crops/920_jpeg_jpg.rf.fa9545d89a3dc7b06808e04ac2da44c9_box0_cls30_conf25.jpg
moderate,crops/922_jpeg_jpg.rf.222a8c7aceb6e07d059fa1b54dffb27c_box0_cls9_conf50.jpg
severe,crops/935_jpeg_jpg.rf.ad462880181c5b4499c39f15d40cd70f_box0_cls9_conf35.jpg
minor,crops/93_jpeg_jpg.rf.7c9bacfe092bc7540923907080a0c51b_box0_cls21_conf36.jpg
minor,crops/945_jpeg_jpg.rf.4bbf897589cba6b8460c4147530f91db_box0_cls9_conf36.jpg
minor,crops/955_jpeg_jpg.rf.84e91b92ddbae0976a9641b11eb1010f_box0_cls9_conf74.jpg
minor,crops/956_jpeg_jpg.rf.275ae0dc9fed7a1b40da51532edc6d34_box0_cls9_conf66.jpg
minor,crops/956_jpeg_jpg.rf.275ae0dc9fed7a1b40da51532edc6d34_box1_cls9_conf54.jpg
minor,crops/961_jpeg_jpg.rf.b3ca4bb90bdc5a202152e163227fcd00_box0_cls16_conf25.jpg
minor,crops/968_jpeg_jpg.rf.c624a84f40160cf25ad1bbd7b4729e79_box0_cls9_conf66.jpg
severe,crops/975_jpeg_jpg.rf.5b8aba2b33dba95e5228676395c355f4_box0_cls9_conf64.jpg
moderate,crops/975_jpeg_jpg.rf.5b8aba2b33dba95e5228676395c355f4_box1_cls9_conf26.jpg
moderate,crops/975_jpeg_jpg.rf.aa762008c41fc3d10466933fe59d79bd_box0_cls9_conf64.jpg
moderate,crops/97_jpeg_jpg.rf.f9a56b35d103319b0448bdf4d7caa6c9_box0_cls9_conf40.jpg
minor,crops/984_jpeg_jpg.rf.816121e5cde087ae3940627f297c2a29_box0_cls9_conf45.jpg
minor,crops/984_jpeg_jpg.rf.816121e5cde087ae3940627f297c2a29_box1_cls9_conf33.jpg
minor,crops/984_jpeg_jpg.rf.816121e5cde087ae3940627f297c2a29_box2_cls9_conf33.jpg
moderate,crops/985_jpeg_jpg.rf.4a448bf9a6ef24970a18b351e5e7cdff_box0_cls9_conf55.jpg
moderate,crops/985_jpeg_jpg.rf.4a448bf9a6ef24970a18b351e5e7cdff_box1_cls19_conf41.jpg
minor,crops/986_jpeg_jpg.rf.40177cfa7647d08e23c34bc22a5ef049_box0_cls9_conf56.jpg
minor,crops/986_jpeg_jpg.rf.40177cfa7647d08e23c34bc22a5ef049_box1_cls21_conf32.jpg
moderate,crops/988_jpeg_jpg.rf.172cb8c0affac41462ff9ef398deae0f_box0_cls12_conf38.jpg
moderate,crops/988_jpeg_jpg.rf.172cb8c0affac41462ff9ef398deae0f_box1_cls9_conf26.jpg
moderate,crops/98_jpg.rf.fe9da411a7173c3cef271aa91fe5ba60_box0_cls9_conf31.jpg
minor,crops/991_jpeg_jpg.rf.7a10f02550ebbed88584cb21ae782fa9_box0_cls9_conf65.jpg
moderate,crops/993_jpeg_jpg.rf.df56152b2262ecd714fbdeb3f08c604e_box0_cls9_conf51.jpg
moderate,crops/994_jpeg_jpg.rf.476bc7eef782c6054ddf47d5a365d0c7_box0_cls19_conf29.jpg
moderate,crops/995_jpeg_jpg.rf.543676be5691e0f649825118ce5b730f_box0_cls19_conf72.jpg
moderate,crops/995_jpeg_jpg.rf.543676be5691e0f649825118ce5b730f_box1_cls9_conf27.jpg
minor,crops/back_light-1-21-_jpg.rf.01de74cf2f45f27c1fb5ef7bcc7abba5_box0_cls7_conf99.jpg
minor,crops/back_light-1-26-_jpg.rf.0b2536affb350702e742b7d5267d790a_box0_cls24_conf29.jpg
minor,crops/back_light-1-28-_jpg.rf.d84827ddf77a14141f4127c1dc6a80c8_box0_cls7_conf88.jpg
minor,crops/back_light-1-32-_jpg.rf.1d2b0cf04c5a104489caf14c61c840bd_box0_cls12_conf44.jpg
minor,crops/back_light-1-35-_jpg.rf.b2048cc7f509a3b12b5ef8581fc9410d_box0_cls7_conf97.jpg
minor,crops/back_light-1-46-_jpg.rf.90a778490269ba237d3badda232a305c_box0_cls24_conf26.jpg
minor,crops/back_light-1-54-_jpg.rf.87e9565818ddd73329681b170314dbb3_box0_cls7_conf85.jpg
minor,crops/back_light-1-73-_jpg.rf.2ec8a872eb88e248de9da41ee5562e3a_box0_cls7_conf69.jpg
minor,crops/back_light-1-84-_jpg.rf.e366d3bc9cdbfc5ee99c9b2a2758c0eb_box0_cls1_conf73.jpg
minor,crops/back_light-1-84-_jpg.rf.e366d3bc9cdbfc5ee99c9b2a2758c0eb_box1_cls23_conf60.jpg
minor,crops/back_light-1-84-_jpg.rf.e366d3bc9cdbfc5ee99c9b2a2758c0eb_box2_cls24_conf39.jpg
minor,crops/back_light-1-95-_jpg.rf.f3cf58fb849b7674a7f8cb5e12ef9f69_box0_cls16_conf34.jpg
minor,crops/back_light-2-15-_jpg.rf.64e78ebbedd3dac1a4a8fe5c1a491c8b_box0_cls28_conf74.jpg
minor,crops/back_light-2-18-_jpg.rf.8f8edd0d64535ab61ea23eb4c44d0551_box0_cls7_conf58.jpg
minor,crops/back_light-2-21-_jpg.rf.f323f132d3592f05aebd68278606ffd2_box0_cls7_conf77.jpg
minor,crops/back_light-2-26-_jpg.rf.73464d82a57573e8823623fa14b99aae_box0_cls7_conf71.jpg
minor,crops/back_livcght-1-_jpg.rf.86fa141f0f0f508f3927bfe5c6673489_box0_cls7_conf82.jpg
minor,crops/body-car-damaged-as-result-accident-high-speed-head-traffic-dents-collision-highway-159970724_jpg.rf.47c7af1ae7c60f4851d89f672756b095_box0_cls22_conf78.jpg
minor,crops/body-car-damaged-as-result-accident-high-speed-head-traffic-dents-collision-highway-159970724_jpg.rf.47c7af1ae7c60f4851d89f672756b095_box1_cls22_conf77.jpg
minor,crops/body-car-damaged-as-result-accident-high-speed-head-traffic-dents-collision-highway-159970724_jpg.rf.47c7af1ae7c60f4851d89f672756b095_box2_cls22_conf54.jpg
minor,crops/body_pannel-10-_jpg.rf.54b5e05697f4d9e333ec2f13a415a3e9_box0_cls20_conf64.jpg
minor,crops/body_pannel-100-_jpg.rf.7fb7ef0cedbce7642634d778e38a9a21_box0_cls23_conf25.jpg
minor,crops/body_pannel-101-_jpg.rf.648bbc54c31af15fb50b15870019d964_box0_cls23_conf45.jpg
minor,crops/body_pannel-106-_jpg.rf.d0ac71bbf1e5be2a83572662afdde8dd_box0_cls27_conf58.jpg
minor,crops/body_pannel-12-_jpg.rf.586a678865131ca874121ffacb2c9525_box0_cls22_conf72.jpg
minor,crops/body_pannel-12-_jpg.rf.586a678865131ca874121ffacb2c9525_box1_cls22_conf43.jpg
minor,crops/body_pannel-12-_jpg.rf.d68ca7cc486a3719bf76f3ecfccb5854_box0_cls22_conf74.jpg
minor,crops/body_pannel-12-_jpg.rf.d68ca7cc486a3719bf76f3ecfccb5854_box1_cls22_conf50.jpg
minor,crops/body_pannel-16-_jpg.rf.5f3ffb07fa18e44a54b6138821b58760_box0_cls22_conf82.jpg
minor,crops/body_pannel-16-_jpg.rf.5f3ffb07fa18e44a54b6138821b58760_box1_cls22_conf75.jpg
minor,crops/body_pannel-19-_jpg.rf.e0cc55b3d4e46bdc5bb4e46efa081d38_box0_cls28_conf31.jpg
minor,crops/body_pannel-23-_jpg.rf.8a1ce7fdd34376167db0e070b3ad42f3_box0_cls28_conf87.jpg
minor,crops/body_pannel-23-_jpg.rf.8a1ce7fdd34376167db0e070b3ad42f3_box1_cls28_conf31.jpg
minor,crops/body_pannel-24-_jpg.rf.8dc55755db87e93cabad2c44c457dd35_box0_cls22_conf76.jpg
minor,crops/body_pannel-24-_jpg.rf.8dc55755db87e93cabad2c44c457dd35_box1_cls27_conf39.jpg
minor,crops/body_pannel-32-_jpg.rf.7b4338891897a8affde4eced6b7110d0_box0_cls22_conf42.jpg
minor,crops/body_pannel-36-_jpg.rf.cc1540d61cd25f884a81341e1aa042f7_box0_cls22_conf29.jpg
minor,crops/body_pannel-39-_jpg.rf.1e79372b9eb6e441678fc28374e47938_box0_cls28_conf63.jpg
minor,crops/body_pannel-39-_jpg.rf.1e79372b9eb6e441678fc28374e47938_box1_cls27_conf34.jpg
minor,crops/body_pannel-39-_jpg.rf.1e79372b9eb6e441678fc28374e47938_box2_cls22_conf25.jpg
minor,crops/body_pannel-39-_jpg.rf.fa00322a5a74eb7fe1a5d3169aa56cca_box0_cls28_conf73.jpg
minor,crops/body_pannel-39-_jpg.rf.fa00322a5a74eb7fe1a5d3169aa56cca_box1_cls27_conf39.jpg
minor,crops/body_pannel-40-_jpg.rf.19e34e2e0e494a3502120b2af6b8f9d2_box0_cls28_conf68.jpg
minor,crops/body_pannel-45-_jpg.rf.2a0ba241f33f6ff0a33bd7d613410662_box0_cls22_conf47.jpg
minor,crops/body_pannel-45-_jpg.rf.2a0ba241f33f6ff0a33bd7d613410662_box1_cls27_conf33.jpg
minor,crops/body_pannel-50-_jpg.rf.cff18d156c6a48e89e6508859dca58b8_box0_cls7_conf26.jpg
minor,crops/body_pannel-62-_jpg.rf.75ee077c61a343f39a6ec2175dd891a0_box0_cls27_conf37.jpg
minor,crops/body_pannel-64-_jpg.rf.040b6ac1fc709c69ab33f67be4e4afcf_box0_cls23_conf67.jpg
minor,crops/body_pannel-70-_jpg.rf.171fba50d2ddd4501a12229dd394ef1a_box0_cls27_conf28.jpg
minor,crops/body_pannel-71-_jpg.rf.701d5f213d0b921ff92485acea7fecd2_box0_cls27_conf31.jpg
minor,crops/body_pannel-71-_jpg.rf.701d5f213d0b921ff92485acea7fecd2_box1_cls22_conf28.jpg
minor,crops/body_pannel-71-_jpg.rf.701d5f213d0b921ff92485acea7fecd2_box2_cls27_conf26.jpg
minor,crops/body_pannel-77-_jpg.rf.e0a8d18c4f49996d4507e1c80f6f57d7_box0_cls27_conf51.jpg
minor,crops/body_pannel-82-_jpg.rf.ca645c102b0d1ad9fb746690bdf1c773_box0_cls22_conf47.jpg
minor,crops/body_pannel-82-_jpg.rf.ca645c102b0d1ad9fb746690bdf1c773_box1_cls22_conf41.jpg
minor,crops/body_pannel-84-_jpg.rf.ec595f66d5bea6b3caa025a9b749d8e0_box0_cls27_conf55.jpg
minor,crops/body_pannel-91-_jpg.rf.8dd7e4f3b3a9f835d5ab0d67910e5172_box0_cls27_conf26.jpg
minor,crops/body_pannel-92-_jpg.rf.7f6b40efafd6c32487fd066cc85224bc_box0_cls27_conf74.jpg
minor,crops/body_pannel-92-_jpg.rf.7f6b40efafd6c32487fd066cc85224bc_box1_cls27_conf27.jpg
minor,crops/body_pannel-92-_jpg.rf.7f6b40efafd6c32487fd066cc85224bc_box2_cls22_conf25.jpg
minor,crops/body_pannel-97-_jpg.rf.1ba523dac906370cff360419096d5c3a_box0_cls28_conf77.jpg
minor,crops/car-accident-damaged-doors-side-body-close-up-dented-silver-132527292_jpg.rf.a11e9fee37916c8316b9d11bcb149390_box0_cls22_conf96.jpg
minor,crops/car-accident-damaged-doors-side-body-close-up-dented-silver-132527292_jpg.rf.a11e9fee37916c8316b9d11bcb149390_box1_cls22_conf90.jpg
minor,crops/car-accident-damaged-doors-side-body-close-up-dented-silver-132527292_jpg.rf.f4a83dc16c02574c00120bf077df7061_box0_cls22_conf94.jpg
minor,crops/car-accident-damaged-doors-side-body-close-up-dented-silver-132527292_jpg.rf.f4a83dc16c02574c00120bf077df7061_box1_cls22_conf89.jpg
minor,crops/car-body-side-damage-road-traffic-accident-close-up-car-body-side-damage-road-traffic-accident-close-up-109636843_jpg.rf.bb1491a08105a39dbd626ad2409280f7_box0_cls22_conf68.jpg
minor,crops/car-body-side-damage-road-traffic-accident-close-up-car-body-side-damage-road-traffic-accident-close-up-109636843_jpg.rf.bb1491a08105a39dbd626ad2409280f7_box1_cls22_conf62.jpg
moderate,crops/car-body-side-damage-road-traffic-accident-close-up-car-body-side-damage-road-traffic-accident-close-up-109636843_jpg.rf.bb1491a08105a39dbd626ad2409280f7_box2_cls23_conf27.jpg
minor,crops/car-minor-dent-scratch-due-to-accident-door-collision-119409469_jpg.rf.dce5d0de9c290dee9aa4c1f033616ecf_box0_cls22_conf68.jpg
minor,crops/car-minor-dent-scratch-due-to-accident-door-collision-119409469_jpg.rf.dce5d0de9c290dee9aa4c1f033616ecf_box1_cls22_conf25.jpg
minor,crops/car-minor-dent-scratch-due-to-accident-door-collision-119409469_jpg.rf.dce5d0de9c290dee9aa4c1f033616ecf_box2_cls27_conf25.jpg
minor,crops/car-russian-manufacture-crash-dents-scratches-defects-body-part-147814025_jpg.rf.423010d5a86a5db205834be6fac4a8d7_box0_cls22_conf88.jpg
minor,crops/car-russian-manufacture-crash-dents-scratches-defects-body-part-147814025_jpg.rf.423010d5a86a5db205834be6fac4a8d7_box1_cls22_conf66.jpg
minor,crops/car_dent-31-2021-08-31T190436-021_jpg.rf.6fe3e5669d67bf773ca2a25c10b95f5b_box0_cls24_conf42.jpg
minor,crops/car_dent-31-85-_jpg.rf.58498311ff5441fb3e7dda697b4b2020_box0_cls24_conf52.jpg
moderate,crops/car_dent-31-_jpg.rf.021f580fbec70f34f06bc32050f7b742_box0_cls1_conf50.jpg
moderate,crops/car_dent-31-_jpg.rf.021f580fbec70f34f06bc32050f7b742_box1_cls1_conf27.jpg
minor,crops/car_dent-small-2021-08-30T202940-359_jpg.rf.c14170b22050c9f6a9a557ea73ce4e86_box0_cls23_conf65.jpg
minor,crops/car_dent-small-2021-08-30T202940-359_jpg.rf.c14170b22050c9f6a9a557ea73ce4e86_box1_cls23_conf39.jpg
minor,crops/car_dent-small-2021-08-30T202940-381_jpg.rf.c6d885972827f2160f6c523e2a081538_box0_cls28_conf78.jpg
minor,crops/car_dent-small-23-_jpg.rf.df5e31292a0fe941f938cefc36c888a2_box0_cls24_conf73.jpg
minor,crops/car_fender-26-_jpg.rf.7ba52c1d9db99d124bbcb616b215e9e2_box0_cls24_conf57.jpg
minor,crops/car_fender-26-_jpg.rf.7ba52c1d9db99d124bbcb616b215e9e2_box1_cls27_conf49.jpg
minor,crops/car_fender-35-_jpg.rf.1d6d9633839d70e85e2c66896f16806e_box0_cls27_conf42.jpg
minor,crops/car_fender-41-_jpg.rf.d61c8e981dbb02142868ac757e5def35_box0_cls27_conf51.jpg
minor,crops/car_fender-41-_jpg.rf.d61c8e981dbb02142868ac757e5def35_box1_cls22_conf48.jpg
minor,crops/car_fender-41-_jpg.rf.df1e3a48bcc4e7487c85ae31f807f9e9_box0_cls22_conf52.jpg
minor,crops/car_fender-41-_jpg.rf.df1e3a48bcc4e7487c85ae31f807f9e9_box1_cls27_conf38.jpg
minor,crops/car_fender-45-_jpg.rf.2414af2cb4bec16facea4719639c04b4_box0_cls23_conf30.jpg
minor,crops/car_fender-50-_jpg.rf.40939261881bbf07a3f069c7ac321039_box0_cls24_conf55.jpg
minor,crops/car_fender-50-_jpg.rf.40939261881bbf07a3f069c7ac321039_box1_cls1_conf28.jpg
minor,crops/car_fender-75-_jpg.rf.6cb45b60f2ffccf721df2b417190168b_box0_cls27_conf64.jpg
minor,crops/car_fender-8-_jpg.rf.6c5a974fa629b0a820489e16ff994dde_box0_cls22_conf26.jpg
minor,crops/cat-d-car-write-off2_jpg.rf.ad75bfa717ba3ae5b192eedbeeca5ef6_box0_cls9_conf49.jpg
minor,crops/cat-d-car-write-off2_jpg.rf.ad75bfa717ba3ae5b192eedbeeca5ef6_box1_cls9_conf33.jpg
minor,crops/damaged-car-accident-costly-reparation-120296843_jpg.rf.3954910986bc36597d3ccef7e981575e_box0_cls22_conf39.jpg
minor,crops/damaged-car-accident-costly-reparation-120296843_jpg.rf.9fd909c81ac58db399429a0d2dec0442_box0_cls22_conf50.jpg
minor,crops/damaged-car-door-traffic-accident-93142667_jpg.rf.121151be5ae2413eca7cf21766d61c96_box0_cls22_conf50.jpg
moderate,crops/damaged-crash-car-accident-ground-isolated-black-background-clipping-path-129792692_jpg.rf.e54841ac273f7623d7e7e16755a1b4c9_box0_cls29_conf40.jpg
severe,crops/damaged-crash-car-accident-ground-isolated-black-background-clipping-path-129792692_jpg.rf.e54841ac273f7623d7e7e16755a1b4c9_box1_cls24_conf32.jpg
moderate,crops/damaged-crash-car-accident-ground-isolated-black-background-clipping-path-129792692_jpg.rf.e54841ac273f7623d7e7e16755a1b4c9_box2_cls29_conf29.jpg
moderate,crops/damaged-crash-car-accident-ground-isolated-black-background-clipping-path-129792692_jpg.rf.e54841ac273f7623d7e7e16755a1b4c9_box3_cls8_conf28.jpg
minor,crops/damaged-white-car-scratches-damaged-white-car-scratches-doors-126605304_jpg.rf.61fc42b20e4ad1694a064ecdb27c3de3_box0_cls22_conf85.jpg
minor,crops/damaged-white-car-scratches-damaged-white-car-scratches-doors-126605304_jpg.rf.61fc42b20e4ad1694a064ecdb27c3de3_box1_cls22_conf66.jpg
minor,crops/damaged-white-car-scratches-damaged-white-car-scratches-doors-126605304_jpg.rf.ae8d95820b3ff0c7ad4c05d946979693_box0_cls22_conf93.jpg
minor,crops/damaged-white-car-scratches-damaged-white-car-scratches-doors-126605304_jpg.rf.ae8d95820b3ff0c7ad4c05d946979693_box1_cls22_conf59.jpg
minor,crops/dent-removal-san-diego-3_orig_png_jpg.rf.2a4461e796afcbcee42d8c0746ca89f9_box0_cls28_conf72.jpg
minor,crops/dent-removal-san-diego-3_orig_png_jpg.rf.2a4461e796afcbcee42d8c0746ca89f9_box1_cls28_conf26.jpg
minor,crops/dentOrSratch004_jpeg_jpg.rf.c77981e6a237ca8b185fe0ca78cde63b_box0_cls9_conf29.jpg
minor,crops/dentOrSratch008_jpeg_jpg.rf.a6287c13211fc6da641c2bfa39619bbd_box0_cls9_conf49.jpg
minor,crops/dentOrSratch011_jpeg_jpg.rf.4b05046a0a29d3c07c778dd740ab413b_box0_cls10_conf39.jpg
minor,crops/dentOrSratch011_jpeg_jpg.rf.4b05046a0a29d3c07c778dd740ab413b_box1_cls9_conf34.jpg
minor,crops/dentOrSratch011_jpeg_jpg.rf.4b05046a0a29d3c07c778dd740ab413b_box2_cls10_conf30.jpg
minor,crops/dentOrSratch012_jpeg_jpg.rf.afe1ffc9f9e358f50cf6964051f2ed08_box0_cls12_conf59.jpg
minor,crops/dentOrSratch019_jpeg_jpg.rf.5d83ed12f1e6bd29bcbce67fd0427a8e_box0_cls21_conf51.jpg
minor,crops/dentOrSratch019_jpeg_jpg.rf.5d83ed12f1e6bd29bcbce67fd0427a8e_box1_cls9_conf42.jpg
minor,crops/dentOrSratch024_jpeg_jpg.rf.ebaf18003d1c442dc57880c2ad281e43_box0_cls9_conf49.jpg
minor,crops/dentOrSratch024_jpeg_jpg.rf.ebaf18003d1c442dc57880c2ad281e43_box1_cls9_conf35.jpg
moderate,crops/dentOrSratch028_jpeg_jpg.rf.c3e69c3143b3bb5fafa80e4605f44fe4_box0_cls9_conf50.jpg
minor,crops/dentOrSratch034_jpeg_jpg.rf.0f365382756f3177948ce19704be5cef_box0_cls30_conf40.jpg
minor,crops/dentOrSratch041_jpeg_jpg.rf.cb1a986c5894af64248a07e166594b66_box0_cls9_conf71.jpg
minor,crops/dentOrSratch047_jpeg_jpg.rf.73465b2dba38b83756d96fa11c4ca785_box0_cls10_conf30.jpg
minor,crops/dentOrSratch049_jpeg_jpg.rf.6512a1f5a6ff5ee169306d28ac768785_box0_cls9_conf27.jpg
